----------------------------------------------------------------------------------------------------------
GateType   Output     GateLevel  #faninN    fanin                #fanoutM   fanout               GateName  

DFF        BUFXG54XG1564 0          1          BUFXG14418XG54       4          BUFXG54XG1564  BUFXG54XG3897 BUFXG54XG5856 BUFXG54XG13167 XG54      

DFF        BUFXG55XG1565 0          1          BUFXG16628XG55       3          BUFXG55XG1565  BUFXG55XG4237 BUFXG55XG11245 XG55      

DFF        BUFXG56XG1566 0          1          BUFXG18584XG56       3          BUFXG56XG1566  BUFXG56XG1567 BUFXG56XG8640 XG56      

DFF        BUFXG57XG5858 0          1          BUFXG18547XG57       3          BUFXG57XG5858  BUFXG57XG5859 BUFXG57XG11244 XG57      

DFF        BUFXG58XG1568 0          1          BUFXG13673XG58       3          BUFXG58XG1568  BUFXG58XG8639 BUFXG58XG9746 XG58      

DFF        BUFXG59XG5860 0          1          BUFXG60XG59          3          BUFXG59XG5860  BUFXG59XG5861 BUFXG59XG8638 XG59      

DFF        BUFXG60XG59 0          1          BUFXG934XG60         4          BUFXG60XG59  BUFXG60XG1569 BUFXG60XG7127 BUFXG60XG7128 XG60      

DFF        BUFXG61XG1570 0          1          BUFXG18350XG61       3          BUFXG61XG1570  BUFXG61XG1571 BUFXG61XG11243 XG61      

DFF        BUFXG62XG5862 0          1          BUFXG18516XG62       3          BUFXG62XG5862  BUFXG62XG7582 BUFXG62XG11242 XG62      

DFF        BUFXG63XG5863 0          1          BUFXG18787XG63       2          BUFXG63XG5863  BUFXG63XG13166 XG63      

DFF        BUFXG64XG1572 0          1          BUFXG14734XG64       3          BUFXG64XG1572  BUFXG64XG3898 BUFXG64XG11241 XG64      

DFF        BUFXG65XG1573 0          1          BUFXG17777XG65       5          BUFXG65XG1573  BUFXG65XG1574 BUFXG65XG3862 BUFXG65XG8637 BUFXG65XG9747 XG65      

DFF        BUFXG66XG5815 0          1          BUFXG18382XG66       3          BUFXG66XG5815  BUFXG66XG5864 BUFXG66XG11240 XG66      

DFF        BUFXG67XG359 0          1          BUFXG14281XG67       14         BUFXG67XG359  BUFXG67XG1575 BUFXG67XG1576 BUFXG67XG1577 BUFXG67XG1578 BUFXG67XG1579 BUFXG67XG1580 BUFXG67XG1581 BUFXG67XG1582 BUFXG67XG1583 BUFXG67XG4243 BUFXG67XG5865 BUFXG67XG9748 BUFXG67XG13805 XG67      

DFF        BUFXG68XG1584 0          1          BUFXG18920XG68       3          BUFXG68XG1584  BUFXG68XG8636 BUFXG68XG14809 XG68      

DFF        BUFXG69XG1585 0          1          BUFXG19585XG69       8          BUFXG69XG1585  BUFXG69XG1586 BUFXG69XG3899 BUFXG69XG3900 BUFXG69XG3901 BUFXG69XG4246 BUFXG69XG8635 BUFXG69XG18492 XG69      

DFF        BUFXG70XG1587 0          1          BUFXG19586XG70       8          BUFXG70XG1587  BUFXG70XG1588 BUFXG70XG1589 BUFXG70XG3860 BUFXG70XG3902 BUFXG70XG8634 BUFXG70XG10712 BUFXG70XG18493 XG70      

DFF        BUFXG71XG1590 0          1          BUFXG19905XG71       3          BUFXG71XG1590  BUFXG71XG13632 BUFXG71XG16806 XG71      

DFF        BUFXG72XG1591 0          1          BUFXG18952XG72       3          BUFXG72XG1591  BUFXG72XG8632 BUFXG72XG14437 XG72      

DFF        BUFXG73XG3903 0          1          BUFXG12729XG73       4          BUFXG73XG3903  BUFXG73XG3904 BUFXG73XG7605 BUFXG73XG8631 XG73      

DFF        BUFXG74XG1578 0          1          BUFXG11782XG74       6          BUFXG74XG1578  BUFXG74XG1592 BUFXG74XG1593 BUFXG74XG3858 BUFXG74XG7106 BUFXG74XG8630 XG74      

DFF        BUFXG75XG1594 0          1          BUFXG18291XG75       7          BUFXG75XG1594  BUFXG75XG1595 BUFXG75XG3905 BUFXG75XG4256 BUFXG75XG11239 BUFXG75XG14439 BUFXG75XG15323 XG75      

DFF        BUFXG76XG8629 0          1          BUFXG19882XG76       3          BUFXG76XG8629  BUFXG76XG12210 BUFXG76XG13634 XG76      

DFF        BUFXG77XG1596 0          1          BUFXG17523XG77       5          BUFXG77XG1596  BUFXG77XG8628 BUFXG77XG12730 BUFXG77XG12731 BUFXG77XG14811 XG77      

DFF        BUFXG78XG5868 0          1          BUFXG18559XG78       3          BUFXG78XG5868  BUFXG78XG9740 BUFXG78XG11238 XG78      

DFF        BUFXG79XG5869 0          1          BUFXG18546XG79       3          BUFXG79XG5869  BUFXG79XG7129 BUFXG79XG11237 XG79      

DFF        BUFXG80XG1597 0          1          BUFXG9434XG80        4          BUFXG80XG1597  BUFXG80XG1598 BUFXG80XG3906 BUFXG80XG6403 XG80      

DFF        BUFXG81XG1599 0          1          BUFXG17883XG81       4          BUFXG81XG1599  BUFXG81XG1600 BUFXG81XG8627 BUFXG81XG15002 XG81      

DFF        BUFXG82XG1601 0          1          BUFXG19879XG82       3          BUFXG82XG1601  BUFXG82XG13635 BUFXG82XG16808 XG82      

DFF        BUFXG83XG1314 0          1          BUFXG84XG83          4          BUFXG83XG1314  BUFXG83XG1602 BUFXG83XG5870 BUFXG83XG5871 XG83      

DFF        BUFXG84XG83 0          1          BUFXG894XG84         4          BUFXG84XG83  BUFXG84XG1603 BUFXG84XG7130 BUFXG84XG7131 XG84      

DFF        BUFXG85XG1604 0          1          BUFXG17769XG85       4          BUFXG85XG1604  BUFXG85XG3854 BUFXG85XG8625 BUFXG85XG14812 XG85      

DFF        BUFXG86XG1605 0          1          BUFXG19288XG86       5          BUFXG86XG1605  BUFXG86XG5240 BUFXG86XG5241 BUFXG86XG5872 BUFXG86XG16809 XG86      

DFF        BUFXG87XG1606 0          1          BUFXG14528XG87       5          BUFXG87XG1606  BUFXG87XG1607 BUFXG87XG1608 BUFXG87XG7609 BUFXG87XG13165 XG87      

DFF        BUFXG88XG1609 0          1          BUFXG19904XG88       3          BUFXG88XG1609  BUFXG88XG13636 BUFXG88XG16810 XG88      

DFF        BUFXG89XG39 0          1          BUFXG240XG89         7          BUFXG89XG39  BUFXG89XG1610 BUFXG89XG1611 BUFXG89XG1612 BUFXG89XG3907 BUFXG89XG7611 BUFXG89XG9435 XG89      

DFF        BUFXG90XG5873 0          1          BUFXG18557XG90       3          BUFXG90XG5873  BUFXG90XG7612 BUFXG90XG11236 XG90      

DFF        BUFXG91XG1613 0          1          BUFXG16755XG91       3          BUFXG91XG1613  BUFXG91XG11235 BUFXG91XG14383 XG91      

DFF        BUFXG92XG5874 0          1          BUFXG18587XG92       3          BUFXG92XG5874  BUFXG92XG6597 BUFXG92XG11234 XG92      

DFF        BUFXG93XG255 0          1          BUFXG13355XG93       4          BUFXG93XG255  BUFXG93XG1614 BUFXG93XG1615 BUFXG93XG3908 XG93      

DFF        BUFXG94XG588 0          1          BUFXG13448XG94       4          BUFXG94XG588  BUFXG94XG1616 BUFXG94XG1617 BUFXG94XG3909 XG94      

DFF        BUFXG95XG1618 0          1          BUFXG11754XG95       4          BUFXG95XG1618  BUFXG95XG3910 BUFXG95XG6598 BUFXG95XG8622 XG95      

DFF        BUFXG96XG1619 0          1          BUFXG11729XG96       5          BUFXG96XG1619  BUFXG96XG1620 BUFXG96XG5231 BUFXG96XG5878 BUFXG96XG8621 XG96      

DFF        BUFXG97XG1621 0          1          BUFXG18534XG97       4          BUFXG97XG1621  BUFXG97XG1622 BUFXG97XG8620 BUFXG97XG15472 XG97      

DFF        BUFXG98XG1623 0          1          BUFXG11757XG98       5          BUFXG98XG1623  BUFXG98XG1624 BUFXG98XG1625 BUFXG98XG3911 BUFXG98XG8619 XG98      

DFF        BUFXG99XG6599 0          1          BUFXG18517XG99       3          BUFXG99XG6599  BUFXG99XG7132 BUFXG99XG11233 XG99      

DFF        BUFXG100XG5802 0          1          BUFXG18287XG100      3          BUFXG100XG5802  BUFXG100XG5860 BUFXG100XG11232 XG100     

DFF        BUFXG101XG5879 0          1          BUFXG18518XG101      3          BUFXG101XG5879  BUFXG101XG7133 BUFXG101XG11231 XG101     

DFF        BUFXG102XG1626 0          1          BUFXG11758XG102      3          BUFXG102XG1626  BUFXG102XG6600 BUFXG102XG8618 XG102     

DFF        BUFXG103XG1627 0          1          BUFXG20130XG103      4          BUFXG103XG1627  BUFXG103XG8617 BUFXG103XG13637 BUFXG103XG18851 XG103     

DFF        BUFXG104XG1628 0          1          BUFXG13325XG104      5          BUFXG104XG1628  BUFXG104XG4268 BUFXG104XG4269 BUFXG104XG4270 BUFXG104XG4271 XG104     

DFF        BUFXG105XG1629 0          1          BUFXG16491XG105      4          BUFXG105XG1629  BUFXG105XG3912 BUFXG105XG9751 BUFXG105XG11230 XG105     

DFF        BUFXG106XG1630 0          1          BUFXG11760XG106      5          BUFXG106XG1630  BUFXG106XG3913 BUFXG106XG4274 BUFXG106XG5242 BUFXG106XG8615 XG106     

DFF        BUFXG107XG1631 0          1          BUFXG19170XG107      9          BUFXG107XG1631  BUFXG107XG1632 BUFXG107XG1633 BUFXG107XG1634 BUFXG107XG3914 BUFXG107XG3915 BUFXG107XG7135 BUFXG107XG8614 BUFXG107XG18854 XG107     

DFF        BUFXG108XG5798 0          1          BUFXG18376XG108      3          BUFXG108XG5798  BUFXG108XG5887 BUFXG108XG11229 XG108     

DFF        BUFXG109XG736 0          1          BUFXG110XG109        7          BUFXG109XG736  BUFXG109XG1635 BUFXG109XG1636 BUFXG109XG3916 BUFXG109XG4276 BUFXG109XG6597 BUFXG109XG6603 XG109     

DFF        BUFXG110XG109 0          1          BUFXG127XG110        7          BUFXG110XG109  BUFXG110XG1560 BUFXG110XG1637 BUFXG110XG1638 BUFXG110XG3917 BUFXG110XG7582 BUFXG110XG9430 XG110     

DFF        BUFXG111XG5888 0          1          BUFXG18526XG111      3          BUFXG111XG5888  BUFXG111XG7136 BUFXG111XG11228 XG111     

DFF        BUFXG112XG1639 0          1          BUFXG18296XG112      5          BUFXG112XG1639  BUFXG112XG1640 BUFXG112XG3918 BUFXG112XG8613 BUFXG112XG12212 XG112     

DFF        BUFXG113XG1641 0          1          BUFXG18377XG113      3          BUFXG113XG1641  BUFXG113XG1642 BUFXG113XG11227 XG113     

DFF        BUFXG114XG5889 0          1          BUFXG18579XG114      3          BUFXG114XG5889  BUFXG114XG9438 BUFXG114XG11226 XG114     

DFF        BUFXG115XG1643 0          1          BUFXG16085XG115      2          BUFXG115XG1643  BUFXG115XG11225 XG115     

DFF        BUFXG116XG1644 0          1          BUFXG19143XG116      6          BUFXG116XG1644  BUFXG116XG1645 BUFXG116XG3919 BUFXG116XG3920 BUFXG116XG7137 BUFXG116XG8612 XG116     

DFF        BUFXG117XG5892 0          1          BUFXG18588XG117      3          BUFXG117XG5892  BUFXG117XG9439 BUFXG117XG11224 XG117     

DFF        BUFXG118XG9 0          1          BUFXG11015XG118      3          BUFXG118XG9  BUFXG118XG1646 BUFXG118XG3837 XG118     

DFF        BUFXG119XG778 0          1          BUFXG120XG119        7          BUFXG119XG778  BUFXG119XG1539 BUFXG119XG1647 BUFXG119XG1648 BUFXG119XG3921 BUFXG119XG7575 BUFXG119XG9738 XG119     

DFF        BUFXG120XG119 0          1          BUFXG350XG120        7          BUFXG120XG119  BUFXG120XG1539 BUFXG120XG1649 BUFXG120XG1650 BUFXG120XG3922 BUFXG120XG7574 BUFXG120XG9737 XG120     

DFF        BUFXG121XG1651 0          1          BUFXG19121XG121      7          BUFXG121XG1651  BUFXG121XG1652 BUFXG121XG3923 BUFXG121XG8611 BUFXG121XG14330 BUFXG121XG14331 BUFXG121XG14814 XG121     

DFF        BUFXG122XG1653 0          1          BUFXG14215XG122      4          BUFXG122XG1653  BUFXG122XG8610 BUFXG122XG9440 BUFXG122XG10487 XG122     

DFF        BUFXG123XG1654 0          1          BUFXG11763XG123      3          BUFXG123XG1654  BUFXG123XG3924 BUFXG123XG8609 XG123     

DFF        BUFXG124XG9441 0          1          BUFXG13327XG124      2          BUFXG124XG9441  BUFXG124XG11223 XG124     

DFF        BUFXG125XG1655 0          1          BUFXG19580XG125      8          BUFXG125XG1655  BUFXG125XG1656 BUFXG125XG1657 BUFXG125XG5893 BUFXG125XG8608 BUFXG125XG12707 BUFXG125XG13284 BUFXG125XG18496 XG125     

DFF        BUFXG126XG1532 0          1          BUFXG16162XG126      3          BUFXG126XG1532  BUFXG126XG1658 BUFXG126XG11222 XG126     

DFF        BUFXG127XG110 0          1          BUFXG128XG127        7          BUFXG127XG110  BUFXG127XG1560 BUFXG127XG1659 BUFXG127XG1660 BUFXG127XG3925 BUFXG127XG7573 BUFXG127XG9740 XG127     

DFF        BUFXG128XG127 0          1          BUFXG52XG128         7          BUFXG128XG127  BUFXG128XG1560 BUFXG128XG1661 BUFXG128XG1662 BUFXG128XG3833 BUFXG128XG7572 BUFXG128XG9736 XG128     

DFF        BUFXG129XG1663 0          1          BUFXG19390XG129      9          BUFXG129XG1663  BUFXG129XG1664 BUFXG129XG3926 BUFXG129XG4283 BUFXG129XG4284 BUFXG129XG4285 BUFXG129XG5894 BUFXG129XG17690 BUFXG129XG17691 XG129     

DFF        BUFXG130XG1665 0          1          BUFXG19383XG130      3          BUFXG130XG1665  BUFXG130XG1666 BUFXG130XG8607 XG130     

DFF        BUFXG131XG1667 0          1          BUFXG16625XG131      5          BUFXG131XG1667  BUFXG131XG3830 BUFXG131XG4216 BUFXG131XG11220 BUFXG131XG15330 XG131     

DFF        BUFXG132XG1668 0          1          BUFXG14421XG132      2          BUFXG132XG1668  BUFXG132XG13164 XG132     

DFF        BUFXG133XG1669 0          1          BUFXG16572XG133      3          BUFXG133XG1669  BUFXG133XG4294 BUFXG133XG11219 XG133     

DFF        BUFXG134XG1002 0          1          BUFXG135XG134        7          BUFXG134XG1002  BUFXG134XG1670 BUFXG134XG1671 BUFXG134XG3927 BUFXG134XG4285 BUFXG134XG7096 BUFXG134XG7097 XG134     

DFF        BUFXG135XG134 0          1          BUFXG338XG135        7          BUFXG135XG134  BUFXG135XG1672 BUFXG135XG1673 BUFXG135XG1674 BUFXG135XG3928 BUFXG135XG7615 BUFXG135XG9442 XG135     

DFF        BUFXG136XG1675 0          1          BUFXG11765XG136      4          BUFXG136XG1675  BUFXG136XG3825 BUFXG136XG7138 BUFXG136XG8606 XG136     

DFF        BUFXG137XG1676 0          1          BUFXG15446XG137      2          BUFXG137XG1676  BUFXG137XG1677 XG137     

DFF        BUFXG138XG1678 0          1          BUFXG14401XG138      3          BUFXG138XG1678  BUFXG138XG8604 BUFXG138XG10454 XG138     

DFF        BUFXG139XG1679 0          1          BUFXG20029XG139      3          BUFXG139XG1679  BUFXG139XG8603 BUFXG139XG16812 XG139     

DFF        BUFXG140XG1680 0          1          BUFXG13340XG140      4          BUFXG140XG1680  BUFXG140XG5897 BUFXG140XG6283 BUFXG140XG11218 XG140     

DFF        BUFXG141XG1681 0          1          BUFXG14425XG141      2          BUFXG141XG1681  BUFXG141XG1682 XG141     

DFF        BUFXG142XG1631 0          1          BUFXG18977XG142      6          BUFXG142XG1631  BUFXG142XG1683 BUFXG142XG3929 BUFXG142XG3930 BUFXG142XG7095 BUFXG142XG8602 XG142     

DFF        BUFXG143XG1684 0          1          BUFXG18938XG143      4          BUFXG143XG1684  BUFXG143XG8601 BUFXG143XG12743 BUFXG143XG15900 XG143     

DFF        BUFXG144XG1685 0          1          BUFXG15475XG144      5          BUFXG144XG1685  BUFXG144XG1686 BUFXG144XG1687 BUFXG144XG1688 BUFXG144XG9761 XG144     

DFF        BUFXG145XG1689 0          1          BUFXG11869XG145      4          BUFXG145XG1689  BUFXG145XG1690 BUFXG145XG3931 BUFXG145XG8599 XG145     

DFF        BUFXG146XG5785 0          1          BUFXG18241XG146      3          BUFXG146XG5785  BUFXG146XG5871 BUFXG146XG11217 XG146     

DFF        BUFXG147XG1691 0          1          BUFXG13702XG147      4          BUFXG147XG1691  BUFXG147XG8598 BUFXG147XG9762 BUFXG147XG10717 XG147     

DFF        BUFXG148XG1692 0          1          BUFXG18930XG148      3          BUFXG148XG1692  BUFXG148XG7568 BUFXG148XG8597 XG148     

DFF        BUFXG149XG1693 0          1          BUFXG11773XG149      7          BUFXG149XG1693  BUFXG149XG3818 BUFXG149XG3932 BUFXG149XG5783 BUFXG149XG7094 BUFXG149XG7889 BUFXG149XG8596 XG149     

DFF        BUFXG150XG1694 0          1          BUFXG13292XG150      2          BUFXG150XG1694  BUFXG150XG5899 XG150     

DFF        BUFXG151XG1695 0          1          BUFXG19377XG151      2          BUFXG151XG1695  BUFXG151XG1696 XG151     

DFF        BUFXG152XG1697 0          1          BUFXG16518XG152      4          BUFXG152XG1697  BUFXG152XG3933 BUFXG152XG6606 BUFXG152XG11215 XG152     

DFF        BUFXG153XG1698 0          1          BUFXG11775XG153      4          BUFXG153XG1698  BUFXG153XG1699 BUFXG153XG3934 BUFXG153XG8594 XG153     

DFF        BUFXG154XG1524 0          1          BUFXG19966XG154      4          BUFXG154XG1524  BUFXG154XG1700 BUFXG154XG1701 BUFXG154XG1702 XG154     

DFF        BUFXG155XG1703 0          1          BUFXG19015XG155      2          BUFXG155XG1703  BUFXG155XG10449 XG155     

DFF        BUFXG156XG1704 0          1          BUFXG19877XG156      3          BUFXG156XG1704  BUFXG156XG13644 BUFXG156XG16816 XG156     

DFF        BUFXG157XG1705 0          1          BUFXG13645XG157      3          BUFXG157XG1705  BUFXG157XG8591 BUFXG157XG9765 XG157     

DFF        BUFXG158XG400 0          1          BUFXG159XG158        4          BUFXG158XG400  BUFXG158XG1706 BUFXG158XG1707 BUFXG158XG5902 XG158     

DFF        BUFXG159XG158 0          1          BUFXG12772XG159      4          BUFXG159XG158  BUFXG159XG1708 BUFXG159XG1709 BUFXG159XG5903 XG159     

DFF        BUFXG160XG322 0          1          BUFXG13394XG160      4          BUFXG160XG322  BUFXG160XG1710 BUFXG160XG1711 BUFXG160XG3935 XG160     

DFF        BUFXG161XG1712 0          1          BUFXG18528XG161      5          BUFXG161XG1712  BUFXG161XG1713 BUFXG161XG3936 BUFXG161XG8590 BUFXG161XG12215 XG161     

DFF        BUFXG162XG1714 0          1          BUFXG16082XG162      3          BUFXG162XG1714  BUFXG162XG8589 BUFXG162XG13647 XG162     

DFF        BUFXG163XG1715 0          1          BUFXG20358XG163      1          BUFXG163XG1715       XG163     

DFF        BUFXG164XG5906 0          1          BUFXG18582XG164      3          BUFXG164XG5906  BUFXG164XG6609 BUFXG164XG11213 XG164     

DFF        BUFXG165XG410 0          1          BUFXG166XG165        3          BUFXG165XG410  BUFXG165XG1716 BUFXG165XG4315 XG165     

DFF        BUFXG166XG165 0          1          BUFXG595XG166        3          BUFXG166XG165  BUFXG166XG1717 BUFXG166XG4316 XG166     

DFF        BUFXG167XG1718 0          1          BUFXG17913XG167      3          BUFXG167XG1718  BUFXG167XG8588 BUFXG167XG15620 XG167     

