----------------------------------------------------------------------------------------------------------
GateType   Output     GateLevel  #faninN    fanin                #fanoutM   fanout               GateName  

DFF        CRC_OUT_7_2 0          1          BUFXG9054XG67        1          CRC_OUT_7_2          XG67      

DFF        CRC_OUT_7_3 0          1          BUFXG9053XG68        1          CRC_OUT_7_3          XG68      

DFF        CRC_OUT_7_4 0          1          BUFXG10395XG69       1          CRC_OUT_7_4          XG69      

DFF        CRC_OUT_7_5 0          1          BUFXG9052XG70        1          CRC_OUT_7_5          XG70      

DFF        CRC_OUT_7_6 0          1          BUFXG9051XG71        1          CRC_OUT_7_6          XG71      

DFF        CRC_OUT_7_7 0          1          BUFXG9050XG72        1          CRC_OUT_7_7          XG72      

DFF        CRC_OUT_7_8 0          1          BUFXG9049XG73        1          CRC_OUT_7_8          XG73      

DFF        CRC_OUT_7_9 0          1          BUFXG9048XG74        1          CRC_OUT_7_9          XG74      

DFF        CRC_OUT_7_10 0          1          BUFXG9047XG75        1          CRC_OUT_7_10         XG75      

DFF        CRC_OUT_7_11 0          1          BUFXG10394XG76       1          CRC_OUT_7_11         XG76      

DFF        CRC_OUT_7_12 0          1          BUFXG9046XG77        1          CRC_OUT_7_12         XG77      

DFF        CRC_OUT_7_13 0          1          BUFXG9045XG78        1          CRC_OUT_7_13         XG78      

DFF        CRC_OUT_7_14 0          1          BUFXG9044XG79        1          CRC_OUT_7_14         XG79      

DFF        CRC_OUT_7_15 0          1          BUFXG9043XG80        1          CRC_OUT_7_15         XG80      

DFF        CRC_OUT_7_16 0          1          BUFXG10393XG81       1          CRC_OUT_7_16         XG81      

DFF        CRC_OUT_7_17 0          1          BUFXG9042XG82        1          CRC_OUT_7_17         XG82      

DFF        CRC_OUT_7_18 0          1          BUFXG9041XG83        1          CRC_OUT_7_18         XG83      

DFF        CRC_OUT_7_19 0          1          BUFXG9040XG84        1          CRC_OUT_7_19         XG84      

DFF        CRC_OUT_7_20 0          1          BUFXG9039XG85        1          CRC_OUT_7_20         XG85      

DFF        CRC_OUT_7_21 0          1          BUFXG9038XG86        1          CRC_OUT_7_21         XG86      

DFF        CRC_OUT_7_22 0          1          BUFXG9037XG87        1          CRC_OUT_7_22         XG87      

DFF        CRC_OUT_7_23 0          1          BUFXG9036XG88        1          CRC_OUT_7_23         XG88      

DFF        CRC_OUT_7_24 0          1          BUFXG9035XG89        1          CRC_OUT_7_24         XG89      

DFF        CRC_OUT_7_25 0          1          BUFXG9034XG90        1          CRC_OUT_7_25         XG90      

DFF        CRC_OUT_7_26 0          1          BUFXG9033XG91        1          CRC_OUT_7_26         XG91      

DFF        CRC_OUT_7_27 0          1          BUFXG9032XG92        1          CRC_OUT_7_27         XG92      

DFF        CRC_OUT_7_28 0          1          BUFXG9031XG93        1          CRC_OUT_7_28         XG93      

DFF        CRC_OUT_7_29 0          1          BUFXG9030XG94        1          CRC_OUT_7_29         XG94      

DFF        CRC_OUT_7_30 0          1          BUFXG9029XG95        1          CRC_OUT_7_30         XG95      

DFF        CRC_OUT_7_31 0          1          BUFXG9028XG96        1          CRC_OUT_7_31         XG96      

DFF        CRC_OUT_6_0 0          1          BUFXG9027XG97        1          CRC_OUT_6_0          XG97      

DFF        CRC_OUT_6_1 0          1          BUFXG9026XG98        1          CRC_OUT_6_1          XG98      

DFF        CRC_OUT_6_2 0          1          BUFXG9025XG99        1          CRC_OUT_6_2          XG99      

DFF        CRC_OUT_6_3 0          1          BUFXG9024XG100       1          CRC_OUT_6_3          XG100     

DFF        CRC_OUT_6_4 0          1          BUFXG10392XG101      1          CRC_OUT_6_4          XG101     

DFF        CRC_OUT_6_5 0          1          BUFXG9023XG102       1          CRC_OUT_6_5          XG102     

DFF        CRC_OUT_6_6 0          1          BUFXG9022XG103       1          CRC_OUT_6_6          XG103     

DFF        CRC_OUT_6_7 0          1          BUFXG9021XG104       1          CRC_OUT_6_7          XG104     

DFF        CRC_OUT_6_8 0          1          BUFXG9020XG105       1          CRC_OUT_6_8          XG105     

DFF        CRC_OUT_6_9 0          1          BUFXG9019XG106       1          CRC_OUT_6_9          XG106     

DFF        CRC_OUT_6_10 0          1          BUFXG9018XG107       1          CRC_OUT_6_10         XG107     

DFF        CRC_OUT_6_11 0          1          BUFXG10391XG108      1          CRC_OUT_6_11         XG108     

DFF        CRC_OUT_6_12 0          1          BUFXG9017XG109       1          CRC_OUT_6_12         XG109     

DFF        CRC_OUT_6_13 0          1          BUFXG9016XG110       1          CRC_OUT_6_13         XG110     

DFF        CRC_OUT_6_14 0          1          BUFXG9015XG111       1          CRC_OUT_6_14         XG111     

DFF        CRC_OUT_6_15 0          1          BUFXG9014XG112       1          CRC_OUT_6_15         XG112     

DFF        CRC_OUT_6_16 0          1          BUFXG10390XG113      1          CRC_OUT_6_16         XG113     

DFF        CRC_OUT_6_17 0          1          BUFXG9013XG114       1          CRC_OUT_6_17         XG114     

DFF        CRC_OUT_6_18 0          1          BUFXG9012XG115       1          CRC_OUT_6_18         XG115     

DFF        CRC_OUT_6_19 0          1          BUFXG9011XG116       1          CRC_OUT_6_19         XG116     

DFF        CRC_OUT_6_20 0          1          BUFXG9010XG117       1          CRC_OUT_6_20         XG117     

DFF        CRC_OUT_6_21 0          1          BUFXG9009XG118       1          CRC_OUT_6_21         XG118     

DFF        CRC_OUT_6_22 0          1          BUFXG9008XG119       1          CRC_OUT_6_22         XG119     

DFF        CRC_OUT_6_23 0          1          BUFXG9007XG120       1          CRC_OUT_6_23         XG120     

DFF        CRC_OUT_6_24 0          1          BUFXG9006XG121       1          CRC_OUT_6_24         XG121     

DFF        CRC_OUT_6_25 0          1          BUFXG9005XG122       1          CRC_OUT_6_25         XG122     

DFF        CRC_OUT_6_26 0          1          BUFXG9004XG123       1          CRC_OUT_6_26         XG123     

DFF        CRC_OUT_6_27 0          1          BUFXG9003XG124       1          CRC_OUT_6_27         XG124     

DFF        CRC_OUT_6_28 0          1          BUFXG9002XG125       1          CRC_OUT_6_28         XG125     

DFF        CRC_OUT_6_29 0          1          BUFXG9001XG126       1          CRC_OUT_6_29         XG126     

DFF        CRC_OUT_6_30 0          1          BUFXG9000XG127       1          CRC_OUT_6_30         XG127     

DFF        CRC_OUT_6_31 0          1          BUFXG8999XG128       1          CRC_OUT_6_31         XG128     

DFF        CRC_OUT_5_0 0          1          BUFXG8998XG129       1          CRC_OUT_5_0          XG129     

DFF        CRC_OUT_5_1 0          1          BUFXG8997XG130       1          CRC_OUT_5_1          XG130     

DFF        CRC_OUT_5_2 0          1          BUFXG8996XG131       1          CRC_OUT_5_2          XG131     

DFF        CRC_OUT_5_3 0          1          BUFXG8995XG132       1          CRC_OUT_5_3          XG132     

DFF        CRC_OUT_5_4 0          1          BUFXG10389XG133      1          CRC_OUT_5_4          XG133     

DFF        CRC_OUT_5_5 0          1          BUFXG8994XG134       1          CRC_OUT_5_5          XG134     

DFF        CRC_OUT_5_6 0          1          BUFXG8993XG135       1          CRC_OUT_5_6          XG135     

DFF        CRC_OUT_5_7 0          1          BUFXG8992XG136       1          CRC_OUT_5_7          XG136     

DFF        CRC_OUT_5_8 0          1          BUFXG8991XG137       1          CRC_OUT_5_8          XG137     

DFF        CRC_OUT_5_9 0          1          BUFXG8990XG138       1          CRC_OUT_5_9          XG138     

DFF        CRC_OUT_5_10 0          1          BUFXG8989XG139       1          CRC_OUT_5_10         XG139     

DFF        CRC_OUT_5_11 0          1          BUFXG10388XG140      1          CRC_OUT_5_11         XG140     

DFF        CRC_OUT_5_12 0          1          BUFXG8988XG141       1          CRC_OUT_5_12         XG141     

DFF        CRC_OUT_5_13 0          1          BUFXG8987XG142       1          CRC_OUT_5_13         XG142     

DFF        CRC_OUT_5_14 0          1          BUFXG8986XG143       1          CRC_OUT_5_14         XG143     

DFF        CRC_OUT_5_15 0          1          BUFXG8985XG144       1          CRC_OUT_5_15         XG144     

DFF        CRC_OUT_5_16 0          1          BUFXG10387XG145      1          CRC_OUT_5_16         XG145     

DFF        CRC_OUT_5_17 0          1          BUFXG8984XG146       1          CRC_OUT_5_17         XG146     

DFF        CRC_OUT_5_18 0          1          BUFXG8983XG147       1          CRC_OUT_5_18         XG147     

DFF        CRC_OUT_5_19 0          1          BUFXG8982XG148       1          CRC_OUT_5_19         XG148     

DFF        CRC_OUT_5_20 0          1          BUFXG8981XG149       1          CRC_OUT_5_20         XG149     

DFF        CRC_OUT_5_21 0          1          BUFXG8980XG150       1          CRC_OUT_5_21         XG150     

DFF        CRC_OUT_5_22 0          1          BUFXG8979XG151       1          CRC_OUT_5_22         XG151     

DFF        CRC_OUT_5_23 0          1          BUFXG8978XG152       1          CRC_OUT_5_23         XG152     

DFF        CRC_OUT_5_24 0          1          BUFXG8977XG153       1          CRC_OUT_5_24         XG153     

DFF        CRC_OUT_5_25 0          1          BUFXG8976XG154       1          CRC_OUT_5_25         XG154     

DFF        CRC_OUT_5_26 0          1          BUFXG8975XG155       1          CRC_OUT_5_26         XG155     

DFF        CRC_OUT_5_27 0          1          BUFXG8974XG156       1          CRC_OUT_5_27         XG156     

DFF        CRC_OUT_5_28 0          1          BUFXG8973XG157       1          CRC_OUT_5_28         XG157     

DFF        CRC_OUT_5_29 0          1          BUFXG8972XG158       1          CRC_OUT_5_29         XG158     

DFF        CRC_OUT_5_30 0          1          BUFXG8971XG159       1          CRC_OUT_5_30         XG159     

DFF        CRC_OUT_5_31 0          1          BUFXG8970XG160       1          CRC_OUT_5_31         XG160     

DFF        CRC_OUT_4_0 0          1          BUFXG8969XG161       1          CRC_OUT_4_0          XG161     

DFF        CRC_OUT_4_1 0          1          BUFXG8968XG162       1          CRC_OUT_4_1          XG162     

DFF        CRC_OUT_4_2 0          1          BUFXG8967XG163       1          CRC_OUT_4_2          XG163     

DFF        CRC_OUT_4_3 0          1          BUFXG8966XG164       1          CRC_OUT_4_3          XG164     

DFF        CRC_OUT_4_4 0          1          BUFXG10386XG165      1          CRC_OUT_4_4          XG165     

DFF        CRC_OUT_4_5 0          1          BUFXG8965XG166       1          CRC_OUT_4_5          XG166     

DFF        CRC_OUT_4_6 0          1          BUFXG8964XG167       1          CRC_OUT_4_6          XG167     

DFF        CRC_OUT_4_7 0          1          BUFXG8963XG168       1          CRC_OUT_4_7          XG168     

DFF        CRC_OUT_4_8 0          1          BUFXG8962XG169       1          CRC_OUT_4_8          XG169     

DFF        CRC_OUT_4_9 0          1          BUFXG8961XG170       1          CRC_OUT_4_9          XG170     

DFF        CRC_OUT_4_10 0          1          BUFXG8960XG171       1          CRC_OUT_4_10         XG171     

DFF        CRC_OUT_4_11 0          1          BUFXG10385XG172      1          CRC_OUT_4_11         XG172     

DFF        CRC_OUT_4_12 0          1          BUFXG8959XG173       1          CRC_OUT_4_12         XG173     

DFF        CRC_OUT_4_13 0          1          BUFXG8958XG174       1          CRC_OUT_4_13         XG174     

DFF        CRC_OUT_4_14 0          1          BUFXG8957XG175       1          CRC_OUT_4_14         XG175     

DFF        CRC_OUT_4_15 0          1          BUFXG8956XG176       1          CRC_OUT_4_15         XG176     

DFF        CRC_OUT_4_16 0          1          BUFXG10384XG177      1          CRC_OUT_4_16         XG177     

DFF        CRC_OUT_4_17 0          1          BUFXG8955XG178       1          CRC_OUT_4_17         XG178     

DFF        CRC_OUT_4_18 0          1          BUFXG8954XG179       1          CRC_OUT_4_18         XG179     

DFF        CRC_OUT_4_19 0          1          BUFXG8953XG180       1          CRC_OUT_4_19         XG180     

DFF        CRC_OUT_4_20 0          1          BUFXG8952XG181       1          CRC_OUT_4_20         XG181     

DFF        CRC_OUT_4_21 0          1          BUFXG8951XG182       1          CRC_OUT_4_21         XG182     

DFF        CRC_OUT_4_22 0          1          BUFXG8950XG183       1          CRC_OUT_4_22         XG183     

DFF        CRC_OUT_4_23 0          1          BUFXG8949XG184       1          CRC_OUT_4_23         XG184     

DFF        CRC_OUT_4_24 0          1          BUFXG8948XG185       1          CRC_OUT_4_24         XG185     

DFF        CRC_OUT_4_25 0          1          BUFXG8947XG186       1          CRC_OUT_4_25         XG186     

DFF        CRC_OUT_4_26 0          1          BUFXG8946XG187       1          CRC_OUT_4_26         XG187     

DFF        CRC_OUT_4_27 0          1          BUFXG8945XG188       1          CRC_OUT_4_27         XG188     

DFF        CRC_OUT_4_28 0          1          BUFXG8944XG189       1          CRC_OUT_4_28         XG189     

DFF        CRC_OUT_4_29 0          1          BUFXG8943XG190       1          CRC_OUT_4_29         XG190     

DFF        CRC_OUT_4_30 0          1          BUFXG8942XG191       1          CRC_OUT_4_30         XG191     

DFF        CRC_OUT_4_31 0          1          BUFXG8941XG192       1          CRC_OUT_4_31         XG192     

DFF        CRC_OUT_3_0 0          1          BUFXG8940XG193       1          CRC_OUT_3_0          XG193     

DFF        CRC_OUT_3_1 0          1          BUFXG8939XG194       1          CRC_OUT_3_1          XG194     

DFF        CRC_OUT_3_2 0          1          BUFXG8938XG195       1          CRC_OUT_3_2          XG195     

DFF        CRC_OUT_3_3 0          1          BUFXG8937XG196       1          CRC_OUT_3_3          XG196     

DFF        CRC_OUT_3_4 0          1          BUFXG10383XG197      1          CRC_OUT_3_4          XG197     

DFF        CRC_OUT_3_5 0          1          BUFXG8936XG198       1          CRC_OUT_3_5          XG198     

DFF        CRC_OUT_3_6 0          1          BUFXG8935XG199       1          CRC_OUT_3_6          XG199     

DFF        CRC_OUT_3_7 0          1          BUFXG8934XG200       1          CRC_OUT_3_7          XG200     

DFF        CRC_OUT_3_8 0          1          BUFXG8933XG201       1          CRC_OUT_3_8          XG201     

DFF        CRC_OUT_3_9 0          1          BUFXG8932XG202       1          CRC_OUT_3_9          XG202     

DFF        CRC_OUT_3_10 0          1          BUFXG8931XG203       1          CRC_OUT_3_10         XG203     

DFF        CRC_OUT_3_11 0          1          BUFXG10382XG204      1          CRC_OUT_3_11         XG204     

DFF        CRC_OUT_3_12 0          1          BUFXG8930XG205       1          CRC_OUT_3_12         XG205     

DFF        CRC_OUT_3_13 0          1          BUFXG8929XG206       1          CRC_OUT_3_13         XG206     

DFF        CRC_OUT_3_14 0          1          BUFXG8928XG207       1          CRC_OUT_3_14         XG207     

DFF        CRC_OUT_3_15 0          1          BUFXG8927XG208       1          CRC_OUT_3_15         XG208     

DFF        CRC_OUT_3_16 0          1          BUFXG10381XG209      1          CRC_OUT_3_16         XG209     

DFF        CRC_OUT_3_17 0          1          BUFXG8926XG210       1          CRC_OUT_3_17         XG210     

DFF        CRC_OUT_3_18 0          1          BUFXG8925XG211       1          CRC_OUT_3_18         XG211     

DFF        CRC_OUT_3_19 0          1          BUFXG8924XG212       1          CRC_OUT_3_19         XG212     

DFF        CRC_OUT_3_20 0          1          BUFXG8923XG213       1          CRC_OUT_3_20         XG213     

DFF        CRC_OUT_3_21 0          1          BUFXG8922XG214       1          CRC_OUT_3_21         XG214     

DFF        CRC_OUT_3_22 0          1          BUFXG8921XG215       1          CRC_OUT_3_22         XG215     

DFF        CRC_OUT_3_23 0          1          BUFXG8920XG216       1          CRC_OUT_3_23         XG216     

DFF        CRC_OUT_3_24 0          1          BUFXG8919XG217       1          CRC_OUT_3_24         XG217     

DFF        CRC_OUT_3_25 0          1          BUFXG8918XG218       1          CRC_OUT_3_25         XG218     

DFF        CRC_OUT_3_26 0          1          BUFXG8917XG219       1          CRC_OUT_3_26         XG219     

DFF        CRC_OUT_3_27 0          1          BUFXG8916XG220       1          CRC_OUT_3_27         XG220     

DFF        CRC_OUT_3_28 0          1          BUFXG8915XG221       1          CRC_OUT_3_28         XG221     

DFF        CRC_OUT_3_29 0          1          BUFXG8914XG222       1          CRC_OUT_3_29         XG222     

DFF        CRC_OUT_3_30 0          1          BUFXG8913XG223       1          CRC_OUT_3_30         XG223     

DFF        CRC_OUT_3_31 0          1          BUFXG8912XG224       1          CRC_OUT_3_31         XG224     

DFF        CRC_OUT_2_0 0          1          BUFXG8911XG225       1          CRC_OUT_2_0          XG225     

DFF        CRC_OUT_2_1 0          1          BUFXG8910XG226       1          CRC_OUT_2_1          XG226     

DFF        CRC_OUT_2_2 0          1          BUFXG8909XG227       1          CRC_OUT_2_2          XG227     

DFF        CRC_OUT_2_3 0          1          BUFXG8908XG228       1          CRC_OUT_2_3          XG228     

DFF        CRC_OUT_2_4 0          1          BUFXG10380XG229      1          CRC_OUT_2_4          XG229     

DFF        CRC_OUT_2_5 0          1          BUFXG8907XG230       1          CRC_OUT_2_5          XG230     

DFF        CRC_OUT_2_6 0          1          BUFXG8906XG231       1          CRC_OUT_2_6          XG231     

DFF        CRC_OUT_2_7 0          1          BUFXG8905XG232       1          CRC_OUT_2_7          XG232     

DFF        CRC_OUT_2_8 0          1          BUFXG8904XG233       1          CRC_OUT_2_8          XG233     

DFF        CRC_OUT_2_9 0          1          BUFXG8903XG234       1          CRC_OUT_2_9          XG234     

DFF        CRC_OUT_2_10 0          1          BUFXG8902XG235       1          CRC_OUT_2_10         XG235     

DFF        CRC_OUT_2_11 0          1          BUFXG10379XG236      1          CRC_OUT_2_11         XG236     

DFF        CRC_OUT_2_12 0          1          BUFXG8901XG237       1          CRC_OUT_2_12         XG237     

DFF        CRC_OUT_2_13 0          1          BUFXG8900XG238       1          CRC_OUT_2_13         XG238     

DFF        CRC_OUT_2_14 0          1          BUFXG8899XG239       1          CRC_OUT_2_14         XG239     

DFF        CRC_OUT_2_15 0          1          BUFXG8898XG240       1          CRC_OUT_2_15         XG240     

DFF        CRC_OUT_2_16 0          1          BUFXG10378XG241      1          CRC_OUT_2_16         XG241     

DFF        CRC_OUT_2_17 0          1          BUFXG8897XG242       1          CRC_OUT_2_17         XG242     

DFF        CRC_OUT_2_18 0          1          BUFXG8896XG243       1          CRC_OUT_2_18         XG243     

DFF        CRC_OUT_2_19 0          1          BUFXG8895XG244       1          CRC_OUT_2_19         XG244     

DFF        CRC_OUT_2_20 0          1          BUFXG8894XG245       1          CRC_OUT_2_20         XG245     

DFF        CRC_OUT_2_21 0          1          BUFXG8893XG246       1          CRC_OUT_2_21         XG246     

DFF        CRC_OUT_2_22 0          1          BUFXG8892XG247       1          CRC_OUT_2_22         XG247     

DFF        CRC_OUT_2_23 0          1          BUFXG8891XG248       1          CRC_OUT_2_23         XG248     

DFF        CRC_OUT_2_24 0          1          BUFXG8890XG249       1          CRC_OUT_2_24         XG249     

DFF        CRC_OUT_2_25 0          1          BUFXG8889XG250       1          CRC_OUT_2_25         XG250     

DFF        CRC_OUT_2_26 0          1          BUFXG8888XG251       1          CRC_OUT_2_26         XG251     

DFF        CRC_OUT_2_27 0          1          BUFXG8887XG252       1          CRC_OUT_2_27         XG252     

DFF        CRC_OUT_2_28 0          1          BUFXG8886XG253       1          CRC_OUT_2_28         XG253     

DFF        CRC_OUT_2_29 0          1          BUFXG8885XG254       1          CRC_OUT_2_29         XG254     

DFF        CRC_OUT_2_30 0          1          BUFXG8884XG255       1          CRC_OUT_2_30         XG255     

DFF        CRC_OUT_2_31 0          1          BUFXG8883XG256       1          CRC_OUT_2_31         XG256     

DFF        CRC_OUT_1_0 0          1          BUFXG8882XG257       1          CRC_OUT_1_0          XG257     

DFF        CRC_OUT_1_1 0          1          BUFXG8881XG258       1          CRC_OUT_1_1          XG258     

DFF        CRC_OUT_1_2 0          1          BUFXG8880XG259       1          CRC_OUT_1_2          XG259     

DFF        CRC_OUT_1_3 0          1          BUFXG8879XG260       1          CRC_OUT_1_3          XG260     

DFF        CRC_OUT_1_4 0          1          BUFXG10377XG261      1          CRC_OUT_1_4          XG261     

DFF        CRC_OUT_1_5 0          1          BUFXG8878XG262       1          CRC_OUT_1_5          XG262     

DFF        CRC_OUT_1_6 0          1          BUFXG8877XG263       1          CRC_OUT_1_6          XG263     

DFF        CRC_OUT_1_7 0          1          BUFXG8876XG264       1          CRC_OUT_1_7          XG264     

DFF        CRC_OUT_1_8 0          1          BUFXG8875XG265       1          CRC_OUT_1_8          XG265     

DFF        CRC_OUT_1_9 0          1          BUFXG8874XG266       1          CRC_OUT_1_9          XG266     

DFF        CRC_OUT_1_10 0          1          BUFXG8873XG267       1          CRC_OUT_1_10         XG267     

DFF        CRC_OUT_1_11 0          1          BUFXG10376XG268      1          CRC_OUT_1_11         XG268     

DFF        CRC_OUT_1_12 0          1          BUFXG8872XG269       1          CRC_OUT_1_12         XG269     

DFF        CRC_OUT_1_13 0          1          BUFXG8871XG270       1          CRC_OUT_1_13         XG270     

DFF        CRC_OUT_1_14 0          1          BUFXG8870XG271       1          CRC_OUT_1_14         XG271     

DFF        CRC_OUT_1_15 0          1          BUFXG8869XG272       1          CRC_OUT_1_15         XG272     

